Ano de eleição;Cor/raça;Faixa etária;Gênero;Grau de instrução;Município;Cargo;UF;Região;Turno;Quantidade de candidatos;Quantidade de candidatos eleitos;Quantidade de candidatos para o 2º turno;Quantidade de candidatos não eleitos;Data de carga
2018;Preta;50 a 54 anos;Feminino;Ensino Médio completo;PERNAMBUCO;Deputado Estadual;PE;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Ensino Médio completo;PIAUÍ;Deputado Estadual;PI;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Ensino Médio completo;PIAUÍ;Deputado Federal;PI;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Ensino Médio completo;RIO DE JANEIRO;Deputado Estadual;RJ;SUDESTE;1;14,0;0,0;0,0;3,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Ensino Médio completo;RIO DE JANEIRO;Deputado Federal;RJ;SUDESTE;1;5,0;0,0;0,0;2,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Ensino Médio completo;RIO GRANDE DO SUL;Deputado Estadual;RS;SUL;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Ensino Médio completo;RIO GRANDE DO SUL;Deputado Federal;RS;SUL;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Ensino Médio completo;RONDÔNIA;Deputado Estadual;RO;NORTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Ensino Médio completo;SERGIPE;Deputado Estadual;SE;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Ensino Médio completo;SÃO PAULO;Deputado Estadual;SP;SUDESTE;1;4,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Ensino Médio completo;SÃO PAULO;Deputado Federal;SP;SUDESTE;1;3,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Ensino Médio incompleto;MINAS GERAIS;Deputado Estadual;MG;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Ensino Médio incompleto;RIO GRANDE DO SUL;Deputado Estadual;RS;SUL;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Lê e escreve;RIO DE JANEIRO;Deputado Federal;RJ;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;ACRE;Deputado Estadual;AC;NORTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;ALAGOAS;Deputado Estadual;AL;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;AMAPÁ;Deputado Estadual;AP;NORTE;1;3,0;1,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;AMAPÁ;Deputado Federal;AP;NORTE;1;2,0;0,0;0,0;2,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;AMAZONAS;Deputado Estadual;AM;NORTE;1;4,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;AMAZONAS;Deputado Federal;AM;NORTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;BAHIA;1º Suplente;BA;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;BAHIA;Deputado Estadual;BA;NORDESTE;1;4,0;1,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;BAHIA;Deputado Federal;BA;NORDESTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;BAHIA;Governador;BA;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;BRASIL;Presidente;BR;BR;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;CEARÁ;Deputado Estadual;CE;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;CEARÁ;Deputado Federal;CE;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;DISTRITO FEDERAL;2º Suplente;DF;CENTRO-OESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;DISTRITO FEDERAL;Deputado Distrital;DF;CENTRO-OESTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;ESPÍRITO SANTO;Deputado Estadual;ES;SUDESTE;1;4,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;GOIÁS;Deputado Estadual;GO;CENTRO-OESTE;1;3,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;MARANHÃO;Deputado Estadual;MA;NORDESTE;1;2,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;MATO GROSSO;Deputado Estadual;MT;CENTRO-OESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;MATO GROSSO;Deputado Federal;MT;CENTRO-OESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;MATO GROSSO DO SUL;Deputado Estadual;MS;CENTRO-OESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;MATO GROSSO DO SUL;Deputado Federal;MS;CENTRO-OESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;MINAS GERAIS;Deputado Estadual;MG;SUDESTE;1;3,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;MINAS GERAIS;Deputado Federal;MG;SUDESTE;1;3,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;PARANÁ;Deputado Estadual;PR;SUL;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;PARAÍBA;Deputado Estadual;PB;NORDESTE;1;3,0;2,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;PARAÍBA;Deputado Federal;PB;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;PARÁ;Deputado Estadual;PA;NORTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;PARÁ;Deputado Federal;PA;NORTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;PERNAMBUCO;2º Suplente;PE;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;PERNAMBUCO;Deputado Estadual;PE;NORDESTE;1;7,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;PIAUÍ;Governador;PI;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;RIO DE JANEIRO;Deputado Estadual;RJ;SUDESTE;1;7,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;RIO DE JANEIRO;Deputado Federal;RJ;SUDESTE;1;11,0;1,0;0,0;2,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;RIO DE JANEIRO;Governador;RJ;SUDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;RIO DE JANEIRO;Vice-governador;RJ;SUDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;RIO GRANDE DO NORTE;Deputado Estadual;RN;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;RIO GRANDE DO NORTE;Deputado Federal;RN;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;RIO GRANDE DO NORTE;Senador;RN;NORDESTE;1;2,0;0,0;0,0;2,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;RIO GRANDE DO SUL;Deputado Estadual;RS;SUL;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;RIO GRANDE DO SUL;Deputado Federal;RS;SUL;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;RORAIMA;Deputado Federal;RR;NORTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;SANTA CATARINA;Deputado Estadual;SC;SUL;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;SERGIPE;Governador;SE;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;SÃO PAULO;Deputado Estadual;SP;SUDESTE;1;8,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior completo;SÃO PAULO;Deputado Federal;SP;SUDESTE;1;5,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior incompleto;AMAPÁ;Deputado Estadual;AP;NORTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior incompleto;DISTRITO FEDERAL;Deputado Distrital;DF;CENTRO-OESTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior incompleto;GOIÁS;Deputado Estadual;GO;CENTRO-OESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior incompleto;MARANHÃO;Vice-governador;MA;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior incompleto;MINAS GERAIS;Deputado Estadual;MG;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior incompleto;MINAS GERAIS;Deputado Federal;MG;SUDESTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior incompleto;PARÁ;Deputado Federal;PA;NORTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior incompleto;PERNAMBUCO;Deputado Federal;PE;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior incompleto;RIO DE JANEIRO;Deputado Estadual;RJ;SUDESTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior incompleto;RIO DE JANEIRO;Deputado Federal;RJ;SUDESTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior incompleto;SERGIPE;Deputado Federal;SE;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior incompleto;SÃO PAULO;Deputado Estadual;SP;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Feminino;Superior incompleto;SÃO PAULO;Deputado Federal;SP;SUDESTE;1;3,0;0,0;0,0;2,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Fundamental completo;AMAPÁ;Deputado Estadual;AP;NORTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Fundamental completo;BAHIA;Deputado Federal;BA;NORDESTE;1;2,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Fundamental completo;DISTRITO FEDERAL;Deputado Federal;DF;CENTRO-OESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Fundamental completo;ESPÍRITO SANTO;Deputado Estadual;ES;SUDESTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Fundamental completo;MARANHÃO;Deputado Estadual;MA;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Fundamental completo;MATO GROSSO;Deputado Estadual;MT;CENTRO-OESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Fundamental completo;MINAS GERAIS;Deputado Estadual;MG;SUDESTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Fundamental completo;PARAÍBA;Deputado Estadual;PB;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Fundamental completo;PERNAMBUCO;Deputado Estadual;PE;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Fundamental completo;RIO DE JANEIRO;Deputado Estadual;RJ;SUDESTE;1;4,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Fundamental completo;RIO DE JANEIRO;Deputado Federal;RJ;SUDESTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Fundamental completo;RIO GRANDE DO NORTE;Deputado Estadual;RN;NORDESTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Fundamental completo;RIO GRANDE DO NORTE;Deputado Federal;RN;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Fundamental completo;RONDÔNIA;Deputado Estadual;RO;NORTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Fundamental completo;RORAIMA;Deputado Estadual;RR;NORTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Fundamental completo;SÃO PAULO;Deputado Estadual;SP;SUDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Fundamental completo;SÃO PAULO;Deputado Federal;SP;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Fundamental incompleto;CEARÁ;Deputado Federal;CE;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Fundamental incompleto;DISTRITO FEDERAL;Deputado Distrital;DF;CENTRO-OESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Fundamental incompleto;MATO GROSSO DO SUL;Deputado Estadual;MS;CENTRO-OESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Fundamental incompleto;PARAÍBA;Deputado Estadual;PB;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Fundamental incompleto;PARÁ;Deputado Estadual;PA;NORTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Fundamental incompleto;PARÁ;Vice-governador;PA;NORTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Fundamental incompleto;PERNAMBUCO;Deputado Estadual;PE;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Fundamental incompleto;PERNAMBUCO;Deputado Federal;PE;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Fundamental incompleto;RIO DE JANEIRO;Deputado Estadual;RJ;SUDESTE;1;3,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Fundamental incompleto;RIO DE JANEIRO;Deputado Federal;RJ;SUDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Fundamental incompleto;RIO GRANDE DO SUL;Deputado Estadual;RS;SUL;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Fundamental incompleto;SERGIPE;Deputado Estadual;SE;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Fundamental incompleto;SÃO PAULO;Deputado Estadual;SP;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio completo;ALAGOAS;Deputado Estadual;AL;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio completo;ALAGOAS;Deputado Federal;AL;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio completo;AMAPÁ;Deputado Estadual;AP;NORTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio completo;BAHIA;Deputado Estadual;BA;NORDESTE;1;10,0;1,0;0,0;5,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio completo;BAHIA;Deputado Federal;BA;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio completo;BAHIA;Senador;BA;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio completo;CEARÁ;Deputado Estadual;CE;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio completo;DISTRITO FEDERAL;Deputado Distrital;DF;CENTRO-OESTE;1;4,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio completo;DISTRITO FEDERAL;Deputado Federal;DF;CENTRO-OESTE;1;2,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio completo;ESPÍRITO SANTO;Deputado Estadual;ES;SUDESTE;1;4,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio completo;GOIÁS;Deputado Estadual;GO;CENTRO-OESTE;1;2,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio completo;GOIÁS;Deputado Federal;GO;CENTRO-OESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio completo;MARANHÃO;Deputado Estadual;MA;NORDESTE;1;3,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio completo;MARANHÃO;Deputado Federal;MA;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio completo;MATO GROSSO;Deputado Estadual;MT;CENTRO-OESTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio completo;MINAS GERAIS;Deputado Estadual;MG;SUDESTE;1;10,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio completo;MINAS GERAIS;Deputado Federal;MG;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio completo;PARANÁ;Deputado Estadual;PR;SUL;1;3,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio completo;PARANÁ;Deputado Federal;PR;SUL;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio completo;PARAÍBA;Deputado Estadual;PB;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio completo;PARÁ;Deputado Estadual;PA;NORTE;1;3,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio completo;PERNAMBUCO;Deputado Estadual;PE;NORDESTE;1;3,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio completo;PERNAMBUCO;Deputado Federal;PE;NORDESTE;1;2,0;0,0;0,0;2,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio completo;RIO DE JANEIRO;Deputado Estadual;RJ;SUDESTE;1;13,0;0,0;0,0;2,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio completo;RIO DE JANEIRO;Deputado Federal;RJ;SUDESTE;1;8,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio completo;RIO GRANDE DO NORTE;Deputado Estadual;RN;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio completo;RIO GRANDE DO SUL;Deputado Estadual;RS;SUL;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio completo;RIO GRANDE DO SUL;Deputado Federal;RS;SUL;1;2,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio completo;RONDÔNIA;Deputado Estadual;RO;NORTE;1;3,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio completo;RONDÔNIA;Deputado Federal;RO;NORTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio completo;RONDÔNIA;Governador;RO;NORTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio completo;SANTA CATARINA;Deputado Federal;SC;SUL;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio completo;SERGIPE;Deputado Estadual;SE;NORDESTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio completo;SERGIPE;Deputado Federal;SE;NORDESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio completo;SÃO PAULO;Deputado Estadual;SP;SUDESTE;1;7,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio completo;SÃO PAULO;Deputado Federal;SP;SUDESTE;1;5,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio completo;TOCANTINS;Deputado Estadual;TO;NORTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio incompleto;GOIÁS;Deputado Estadual;GO;CENTRO-OESTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio incompleto;GOIÁS;Deputado Federal;GO;CENTRO-OESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio incompleto;MARANHÃO;Deputado Estadual;MA;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio incompleto;PARANÁ;Deputado Estadual;PR;SUL;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio incompleto;PARANÁ;Deputado Federal;PR;SUL;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio incompleto;PARAÍBA;Deputado Federal;PB;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio incompleto;RIO DE JANEIRO;Deputado Estadual;RJ;SUDESTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio incompleto;RIO DE JANEIRO;Deputado Federal;RJ;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Ensino Médio incompleto;SERGIPE;Deputado Estadual;SE;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Lê e escreve;AMAPÁ;2º Suplente;AP;NORTE;1;1,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Lê e escreve;CEARÁ;Deputado Estadual;CE;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Lê e escreve;PARÁ;Deputado Estadual;PA;NORTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Lê e escreve;RIO DE JANEIRO;Deputado Estadual;RJ;SUDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Superior completo;ACRE;Deputado Estadual;AC;NORTE;1;2,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Superior completo;ALAGOAS;Deputado Estadual;AL;NORDESTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;Preta;50 a 54 anos;Masculino;Superior completo;AMAPÁ;Deputado Estadual;AP;NORTE;1;1,0;0,0;0,0;0,0;2023-05-14 11:01:32
